id;levelFile;levelNumber;agent;result;steps;playTimeMillis
MyAgent;level0001.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;5;26
MyAgent;level0002.1.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;13;39
MyAgent;level0002.2.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;25;46
MyAgent;level0002.3.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;37;41
MyAgent;level0003.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;60;63
MyAgent;level0004.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;69;63
MyAgent;level0005.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;71;49
MyAgent;level0006.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;104;100
MyAgent;level0007.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;99;207
MyAgent;level0008.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;61;82
MyAgent;level0009.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;93;173
MyAgent;Aymeric_du_Peloux_3_Nabokosmos.sok;10;cz.sokoban4j.playground.MyAgent;VICTORY;199;552
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;18;cz.sokoban4j.playground.MyAgent;VICTORY;185;694
MyAgent;Aymeric_du_Peloux_1_Minicosmos.sok;13;cz.sokoban4j.playground.MyAgent;VICTORY;123;671
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;4;cz.sokoban4j.playground.MyAgent;VICTORY;163;995
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;17;cz.sokoban4j.playground.MyAgent;VICTORY;189;1107
MyAgent;Blazz2.sok;1;cz.sokoban4j.playground.MyAgent;VICTORY;74;1056
MyAgent;Cosmonotes.sok;8;cz.sokoban4j.playground.MyAgent;VICTORY;220;940
MyAgent;Jacques_Duthen_Sokogen.sok;77;cz.sokoban4j.playground.MyAgent;VICTORY;181;1263
MyAgent;Aymeric_du_Peloux_3_Nabokosmos.sok;3;cz.sokoban4j.playground.MyAgent;VICTORY;180;1629
MyAgent;Jacques_Duthen_Sokogen.sok;75;cz.sokoban4j.playground.MyAgent;VICTORY;101;1308
MyAgent;Aymeric_du_Peloux_1_Minicosmos.sok;23;cz.sokoban4j.playground.MyAgent;VICTORY;181;1126
MyAgent;A.K.K._Informatika.sok;1;cz.sokoban4j.playground.MyAgent;VICTORY;70;1568
MyAgent;Cosmonotes.sok;6;cz.sokoban4j.playground.MyAgent;VICTORY;174;1921
MyAgent;Cosmonotes.sok;5;cz.sokoban4j.playground.MyAgent;VICTORY;281;1707
MyAgent;Cosmonotes.sok;3;cz.sokoban4j.playground.MyAgent;VICTORY;210;1487
MyAgent;Aymeric_du_Peloux_3_Nabokosmos.sok;2;cz.sokoban4j.playground.MyAgent;VICTORY;139;1539
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;19;cz.sokoban4j.playground.MyAgent;VICTORY;207;1416
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;20;cz.sokoban4j.playground.MyAgent;VICTORY;203;1434
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;14;cz.sokoban4j.playground.MyAgent;VICTORY;240;1758
MyAgent;Blazz.sok;2;cz.sokoban4j.playground.MyAgent;VICTORY;97;2667
MyAgent;Jacques_Duthen_Sokogen.sok;76;cz.sokoban4j.playground.MyAgent;VICTORY;124;2938
MyAgent;Aymeric_du_Peloux_3_Nabokosmos.sok;11;cz.sokoban4j.playground.MyAgent;VICTORY;122;6679
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;13;cz.sokoban4j.playground.MyAgent;VICTORY;151;8410
MyAgent;A.K.K._Informatika.sok;2;cz.sokoban4j.playground.MyAgent;VICTORY;56;6010
MyAgent;Cosmonotes.sok;4;cz.sokoban4j.playground.MyAgent;TIMEOUT;0;10000
