id;levelFile;levelNumber;agent;result;steps;playTimeMillis
MyAgent;level0001.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;5;49
MyAgent;level0002.1.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;13;52
MyAgent;level0002.2.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;25;34
MyAgent;level0002.3.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;37;36
MyAgent;level0003.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;60;65
MyAgent;level0004.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;69;71
MyAgent;level0005.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;71;49
MyAgent;level0006.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;104;112
MyAgent;level0007.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;101;214
MyAgent;level0008.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;61;94
MyAgent;level0009.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;93;261
MyAgent;Aymeric_du_Peloux_3_Nabokosmos.sok;10;cz.sokoban4j.playground.MyAgent;VICTORY;197;474
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;18;cz.sokoban4j.playground.MyAgent;VICTORY;185;677
MyAgent;Aymeric_du_Peloux_1_Minicosmos.sok;13;cz.sokoban4j.playground.MyAgent;VICTORY;123;641
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;4;cz.sokoban4j.playground.MyAgent;VICTORY;158;1010
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;17;cz.sokoban4j.playground.MyAgent;VICTORY;189;1139
MyAgent;Blazz2.sok;1;cz.sokoban4j.playground.MyAgent;VICTORY;72;1102
