id;levelFile;levelNumber;agent;result;steps;playTimeMillis
MyAgent;level0001.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;5;27
MyAgent;level0002.1.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;13;70
MyAgent;level0002.2.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;25;31
MyAgent;level0002.3.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;37;46
MyAgent;level0003.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;60;55
MyAgent;level0004.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;69;67
MyAgent;level0005.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;71;54
MyAgent;level0006.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;104;139
MyAgent;level0007.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;101;190
MyAgent;level0008.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;61;93
MyAgent;level0009.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;93;170
MyAgent;Aymeric_du_Peloux_3_Nabokosmos.sok;10;cz.sokoban4j.playground.MyAgent;VICTORY;197;480
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;18;cz.sokoban4j.playground.MyAgent;VICTORY;187;693
MyAgent;Aymeric_du_Peloux_1_Minicosmos.sok;13;cz.sokoban4j.playground.MyAgent;VICTORY;125;699
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;4;cz.sokoban4j.playground.MyAgent;VICTORY;164;1076
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;17;cz.sokoban4j.playground.MyAgent;VICTORY;185;1169
MyAgent;Blazz2.sok;1;cz.sokoban4j.playground.MyAgent;VICTORY;72;1255
MyAgent;Cosmonotes.sok;8;cz.sokoban4j.playground.MyAgent;VICTORY;226;1214
MyAgent;Jacques_Duthen_Sokogen.sok;77;cz.sokoban4j.playground.MyAgent;VICTORY;179;1216
MyAgent;Aymeric_du_Peloux_3_Nabokosmos.sok;3;cz.sokoban4j.playground.MyAgent;VICTORY;182;1494
MyAgent;Jacques_Duthen_Sokogen.sok;75;cz.sokoban4j.playground.MyAgent;VICTORY;105;1337
MyAgent;Aymeric_du_Peloux_1_Minicosmos.sok;23;cz.sokoban4j.playground.MyAgent;VICTORY;179;1047
MyAgent;A.K.K._Informatika.sok;1;cz.sokoban4j.playground.MyAgent;VICTORY;70;1431
MyAgent;Cosmonotes.sok;6;cz.sokoban4j.playground.MyAgent;VICTORY;172;2005
MyAgent;Cosmonotes.sok;5;cz.sokoban4j.playground.MyAgent;VICTORY;283;2009
MyAgent;Cosmonotes.sok;3;cz.sokoban4j.playground.MyAgent;VICTORY;214;1511
MyAgent;Aymeric_du_Peloux_3_Nabokosmos.sok;2;cz.sokoban4j.playground.MyAgent;VICTORY;133;1518
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;19;cz.sokoban4j.playground.MyAgent;VICTORY;201;1618
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;20;cz.sokoban4j.playground.MyAgent;VICTORY;207;1563
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;14;cz.sokoban4j.playground.MyAgent;VICTORY;244;1746
MyAgent;Blazz.sok;2;cz.sokoban4j.playground.MyAgent;VICTORY;97;2521
MyAgent;Jacques_Duthen_Sokogen.sok;76;cz.sokoban4j.playground.MyAgent;VICTORY;124;2772
MyAgent;Aymeric_du_Peloux_3_Nabokosmos.sok;11;cz.sokoban4j.playground.MyAgent;VICTORY;121;6953
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;13;cz.sokoban4j.playground.MyAgent;VICTORY;155;8794
MyAgent;A.K.K._Informatika.sok;2;cz.sokoban4j.playground.MyAgent;VICTORY;58;6998
MyAgent;Cosmonotes.sok;4;cz.sokoban4j.playground.MyAgent;TIMEOUT;0;10000
