agentId;configSeed;rounds;totalVictories;avgVictories;totalDeaths;avgDeaths;totalTimedout;avgTimedout;totalTimeSpent;avgTimeSpent
MarioAI;2;200;181;0.905;19;0.095;0;0.0;8329;41.645
MarioAI;2;200;58;0.29;142;0.71;0;0.0;6238;31.19
MarioAI;2;200;200;1.0;0;0.0;0;0.0;5200;26.0
MarioAI;2;200;200;1.0;0;0.0;0;0.0;7473;37.365
MarioAI;2;200;182;0.91;18;0.09;0;0.0;7747;38.735
MarioAI;2;200;184;0.92;16;0.08;0;0.0;8318;41.59
MarioAI;2;200;70;0.35;130;0.65;0;0.0;6416;32.08
MarioAI;2;200;200;1.0;0;0.0;0;0.0;10000;50.0
MarioAI;2;200;200;1.0;0;0.0;0;0.0;10370;51.85
MarioAI;2;200;191;0.955;9;0.045;0;0.0;11067;55.335
MarioAI;2;200;183;0.915;17;0.085;0;0.0;12178;60.89
MarioAI;2;200;45;0.225;155;0.775;0;0.0;9161;45.805
MarioAI;2;200;200;1.0;0;0.0;0;0.0;5200;26.0
MarioAI;2;200;200;1.0;0;0.0;0;0.0;7473;37.365
MarioAI;2;200;182;0.91;18;0.09;0;0.0;7746;38.73
MarioAI;2;200;184;0.92;16;0.08;0;0.0;8311;41.555
MarioAI;2;200;69;0.345;131;0.655;0;0.0;6399;31.995
MarioAI;2;200;200;1.0;0;0.0;0;0.0;5200;26.0
MarioAI;2;200;200;1.0;0;0.0;0;0.0;7473;37.365
MarioAI;2;200;181;0.905;19;0.095;0;0.0;7723;38.615
MarioAI;2;200;185;0.925;15;0.075;0;0.0;8326;41.63
MarioAI;2;200;70;0.35;130;0.65;0;0.0;6430;32.15
MarioAI;2;200;200;1.0;0;0.0;0;0.0;5200;26.0
MarioAI;2;200;200;1.0;0;0.0;0;0.0;7473;37.365
MarioAI;2;200;181;0.905;19;0.095;0;0.0;7728;38.64
MarioAI;2;200;185;0.925;15;0.075;0;0.0;8321;41.605
MarioAI;2;200;69;0.345;131;0.655;0;0.0;6418;32.09
MarioAI;2;200;200;1.0;0;0.0;0;0.0;5200;26.0
MarioAI;2;200;200;1.0;0;0.0;0;0.0;7473;37.365
MarioAI;2;200;181;0.905;19;0.095;0;0.0;7724;38.62
MarioAI;2;200;184;0.92;16;0.08;0;0.0;8310;41.55
MarioAI;2;200;69;0.345;131;0.655;0;0.0;6400;32.0
MarioAI;2;200;200;1.0;0;0.0;0;0.0;5200;26.0
MarioAI;2;200;200;1.0;0;0.0;0;0.0;7473;37.365
MarioAI;2;200;182;0.91;18;0.09;0;0.0;7764;38.82
MarioAI;2;200;184;0.92;16;0.08;0;0.0;8310;41.55
MarioAI;2;200;68;0.34;132;0.66;0;0.0;6377;31.885
MarioAI;2;200;200;1.0;0;0.0;0;0.0;5200;26.0
MarioAI;2;200;200;1.0;0;0.0;0;0.0;7473;37.365
MarioAI;2;200;181;0.905;19;0.095;0;0.0;7724;38.62
MarioAI;2;200;184;0.92;16;0.08;0;0.0;8303;41.515
MarioAI;2;200;67;0.335;133;0.665;0;0.0;6358;31.79
MarioAI;2;200;200;1.0;0;0.0;0;0.0;5200;26.0
MarioAI;2;200;200;1.0;0;0.0;0;0.0;7473;37.365
MarioAI;2;200;182;0.91;18;0.09;0;0.0;7747;38.735
MarioAI;2;200;185;0.925;15;0.075;0;0.0;8325;41.625
MarioAI;2;200;70;0.35;130;0.65;0;0.0;6425;32.125
MarioAI;2;200;200;1.0;0;0.0;0;0.0;5200;26.0
MarioAI;2;200;200;1.0;0;0.0;0;0.0;7473;37.365
MarioAI;2;200;181;0.905;19;0.095;0;0.0;7726;38.63
MarioAI;2;200;184;0.92;16;0.08;0;0.0;8307;41.535
MarioAI;2;200;68;0.34;132;0.66;0;0.0;6377;31.885
MarioAI;2;200;200;1.0;0;0.0;0;0.0;5200;26.0
MarioAI;2;200;200;1.0;0;0.0;0;0.0;7473;37.365
MarioAI;2;200;179;0.895;21;0.105;0;0.0;7758;38.79
MarioAI;2;200;181;0.905;19;0.095;0;0.0;8253;41.265
MarioAI;2;200;63;0.315;137;0.685;0;0.0;6172;30.86
MarioAI;2;200;200;1.0;0;0.0;0;0.0;5200;26.0
MarioAI;2;200;200;1.0;0;0.0;0;0.0;7473;37.365
MarioAI;2;200;184;0.92;16;0.08;0;0.0;7780;38.9
MarioAI;2;200;183;0.915;17;0.085;0;0.0;8290;41.45
MarioAI;2;200;65;0.325;135;0.675;0;0.0;6255;31.275
MarioAI;2;200;200;1.0;0;0.0;0;0.0;5200;26.0
MarioAI;2;200;200;1.0;0;0.0;0;0.0;7473;37.365
MarioAI;2;200;180;0.9;20;0.1;0;0.0;7718;38.59
MarioAI;2;200;184;0.92;16;0.08;0;0.0;8311;41.555
MarioAI;2;200;70;0.35;130;0.65;0;0.0;6418;32.09
MarioAI;2;200;200;1.0;0;0.0;0;0.0;8400;42.0
MarioAI;2;200;200;1.0;0;0.0;0;0.0;9041;45.205
MarioAI;2;200;181;0.905;19;0.095;0;0.0;8967;44.835
MarioAI;2;200;180;0.9;20;0.1;0;0.0;9301;46.505
MarioAI;2;200;24;0.12;176;0.88;0;0.0;5773;28.865
MarioAI;2;200;200;1.0;0;0.0;0;0.0;5200;26.0
MarioAI;2;200;200;1.0;0;0.0;0;0.0;7473;37.365
MarioAI;2;200;181;0.905;19;0.095;0;0.0;7727;38.635
MarioAI;2;200;184;0.92;16;0.08;0;0.0;8313;41.565
MarioAI;2;200;70;0.35;130;0.65;0;0.0;6412;32.06
MarioAI;2;200;200;1.0;0;0.0;0;0.0;5200;26.0
MarioAI;2;200;200;1.0;0;0.0;0;0.0;7473;37.365
MarioAI;2;200;181;0.905;19;0.095;0;0.0;7729;38.645
MarioAI;2;200;185;0.925;15;0.075;0;0.0;8328;41.64
MarioAI;2;200;71;0.355;129;0.645;0;0.0;6416;32.08
